chr	start	end	gc	n_acgt
chr13	18000000	19000000	0.41506	830000
chr13	19000000	20000000	0.41738	1000000
chr13	20000000	21000000	0.42606	1000000
chr13	21000000	22000000	0.42351	1000000
chr13	22000000	23000000	0.39520	1000000
chr13	23000000	24000000	0.40698	1000000
chr13	24000000	25000000	0.43067	1000000
chr13	25000000	26000000	0.41623	1000000
chr13	26000000	27000000	0.42093	1000000
chr13	27000000	28000000	0.42986	1000000
chr13	28000000	29000000	0.41169	1000000
chr13	29000000	30000000	0.41670	1000000
chr13	30000000	31000000	0.43179	1000000
chr13	31000000	32000000	0.40589	1000000
chr13	32000000	33000000	0.39315	1000000
chr13	33000000	34000000	0.39304	1000000
chr13	34000000	35000000	0.38770	1000000
chr13	35000000	36000000	0.37187	1000000
chr13	36000000	37000000	0.39235	1000000
chr13	37000000	38000000	0.36491	1000000
chr13	38000000	39000000	0.36632	1000000
chr13	39000000	40000000	0.38395	1000000
chr13	40000000	41000000	0.42011	1000000
chr13	41000000	42000000	0.39360	1000000
chr13	42000000	43000000	0.39603	1000000
chr13	43000000	44000000	0.39214	1000000
chr13	44000000	45000000	0.41986	1000000
chr13	45000000	46000000	0.42233	1000000
chr13	46000000	47000000	0.39304	1000000
chr13	47000000	48000000	0.38571	1000000
chr13	48000000	49000000	0.39709	1000000
chr13	49000000	50000000	0.40553	1000000
chr13	50000000	51000000	0.39399	1000000
chr13	51000000	52000000	0.41920	1000000
chr13	52000000	53000000	0.41454	1000000
chr13	53000000	54000000	0.37627	1000000
chr13	54000000	55000000	0.35866	1000000
chr13	55000000	56000000	0.34227	1000000
chr13	56000000	57000000	0.34056	1000000
chr13	57000000	58000000	0.34608	1000000
chr13	58000000	59000000	0.35206	1000000
chr13	59000000	60000000	0.37586	1000000
chr13	60000000	61000000	0.37620	1000000
chr13	61000000	62000000	0.35205	1000000
chr13	62000000	63000000	0.34077	1000000
chr13	63000000	64000000	0.34542	1000000
chr13	64000000	65000000	0.34174	1000000
chr13	65000000	66000000	0.34313	1000000
chr13	66000000	67000000	0.35045	1000000
chr13	67000000	68000000	0.34934	1000000
chr13	68000000	69000000	0.33980	1000000
chr13	69000000	70000000	0.34102	1000000
chr13	70000000	71000000	0.34209	1000000
chr13	71000000	72000000	0.34638	1000000
chr13	72000000	73000000	0.36901	1000000
chr13	73000000	74000000	0.39114	1000000
chr13	74000000	75000000	0.37471	1000000
chr13	75000000	76000000	0.38262	1000000
chr13	76000000	77000000	0.37851	1000000
chr13	77000000	78000000	0.37368	1000000
chr13	78000000	79000000	0.37349	1000000
chr13	79000000	80000000	0.37621	1000000
chr13	80000000	81000000	0.37306	1000000
chr13	81000000	82000000	0.34803	1000000
chr13	82000000	83000000	0.34254	1000000
chr13	83000000	84000000	0.34638	1000000
chr13	84000000	85000000	0.34569	1000000
chr13	85000000	86000000	0.34895	1000000
chr13	86000000	87000000	0.34473	950000
chr13	87000000	88000000	0.34204	1000000
chr13	88000000	89000000	0.34489	1000000
chr13	89000000	90000000	0.34561	1000000
chr13	90000000	91000000	0.35855	1000000
chr13	91000000	92000000	0.36557	1000000
chr13	92000000	93000000	0.35661	1000000
chr13	93000000	94000000	0.36589	1000000
chr13	94000000	95000000	0.39393	1000000
chr13	95000000	96000000	0.40972	1000000
chr13	96000000	97000000	0.38361	1000000
chr13	97000000	98000000	0.40349	1000000
chr13	98000000	99000000	0.44215	1000000
chr13	99000000	100000000	0.43608	1000000
chr13	100000000	101000000	0.41471	999997
chr13	101000000	102000000	0.37398	1000000
chr13	102000000	103000000	0.38610	1000000
chr13	103000000	104000000	0.36882	1000000
chr13	104000000	105000000	0.35935	1000000
chr13	105000000	106000000	0.36595	1000000
chr13	106000000	107000000	0.39899	1000000
chr13	107000000	108000000	0.37519	1000000
chr13	108000000	109000000	0.37847	1000000
chr13	109000000	110000000	0.41039	1000000
chr13	110000000	111000000	0.45618	1000000
chr13	111000000	112000000	0.46885	900000
chr13	112000000	113000000	0.48048	1000000
chr13	113000000	114000000	0.51817	950000
chr13	114000000	114364328	0.49795	354328
chr14	0	1000000	0.00000	0
chr14	1000000	2000000	0.00000	0
chr14	2000000	3000000	0.00000	0
chr14	3000000	4000000	0.00000	0
chr14	4000000	5000000	0.00000	0
chr14	5000000	6000000	0.00000	0
chr14	6000000	7000000	0.00000	0
chr14	7000000	8000000	0.00000	0
chr14	8000000	9000000	0.00000	0
chr14	9000000	10000000	0.00000	0
chr14	10000000	11000000	0.00000	0
chr14	11000000	12000000	0.00000	0
chr14	12000000	13000000	0.00000	0
chr14	13000000	14000000	0.00000	0
chr14	14000000	15000000	0.00000	0
chr14	15000000	16000000	0.00000	0
chr14	16000000	17000000	0.38492	984831
chr14	17000000	18000000	0.38724	999600
chr14	18000000	19000000	0.40086	800000
chr14	19000000	20000000	0.39920	900000
chr14	20000000	21000000	0.41599	1000000
chr14	21000000	22000000	0.41612	1000000
chr14	22000000	23000000	0.42672	1000000
chr14	23000000	24000000	0.45339	1000000
chr14	24000000	25000000	0.44614	1000000
chr14	25000000	26000000	0.37850	1000000
chr14	26000000	27000000	0.35714	1000000
chr14	27000000	28000000	0.34427	1000000
chr14	28000000	29000000	0.35738	1000000
chr14	29000000	30000000	0.36263	1000000
chr14	30000000	31000000	0.37821	1000000
chr14	31000000	32000000	0.40058	1000000
chr14	32000000	33000000	0.38490	1000000
chr14	33000000	34000000	0.38810	1000000
chr14	34000000	35000000	0.42249	1000000
chr14	35000000	36000000	0.40103	1000000
chr14	36000000	37000000	0.39337	1000000
chr14	37000000	38000000	0.37443	1000000
chr14	38000000	39000000	0.37766	1000000
chr14	39000000	40000000	0.38367	1000000
chr14	40000000	41000000	0.34812	1000000
chr14	41000000	42000000	0.34581	1000000
chr14	42000000	43000000	0.34689	1000000
chr14	43000000	44000000	0.34512	1000000
chr14	44000000	45000000	0.36899	1000000
chr14	45000000	46000000	0.37491	1000000
chr14	46000000	47000000	0.34512	1000000
chr14	47000000	48000000	0.35578	1000000
chr14	48000000	49000000	0.35413	1000000
chr14	49000000	50000000	0.40552	1000000
chr14	50000000	51000000	0.40797	1000000
chr14	51000000	52000000	0.40129	1000000
chr14	52000000	53000000	0.39585	1000000
chr14	53000000	54000000	0.39285	1000000
chr14	54000000	55000000	0.41320	1000000
chr14	55000000	56000000	0.40864	1000000
chr14	56000000	57000000	0.40387	1000000
chr14	57000000	58000000	0.39090	1000000
chr14	58000000	59000000	0.39824	1000000
chr14	59000000	60000000	0.39155	1000000
chr14	60000000	61000000	0.38173	1000000
chr14	61000000	62000000	0.41063	1000000
chr14	62000000	63000000	0.37386	1000000
chr14	63000000	64000000	0.40484	1000000
chr14	64000000	65000000	0.43810	1000000
chr14	65000000	66000000	0.41787	1000000
chr14	66000000	67000000	0.38309	1000000
chr14	67000000	68000000	0.41184	1000000
chr14	68000000	69000000	0.43540	1000000
chr14	69000000	70000000	0.44457	1000000
chr14	70000000	71000000	0.41762	1000000
chr14	71000000	72000000	0.40644	1000000
chr14	72000000	73000000	0.43851	1000000
chr14	73000000	74000000	0.44389	1000000
chr14	74000000	75000000	0.45976	1000000
chr14	75000000	76000000	0.43466	1000000
chr14	76000000	77000000	0.46472	1000000
chr14	77000000	78000000	0.45909	1000000
chr14	78000000	79000000	0.41028	1000000
chr14	79000000	80000000	0.38327	1000000
chr14	80000000	81000000	0.37260	1000000
chr14	81000000	82000000	0.39824	1000000
chr14	82000000	83000000	0.35989	1000000
chr14	83000000	84000000	0.35193	1000000
chr14	84000000	85000000	0.35933	1000000
chr14	85000000	86000000	0.37363	1000000
chr14	86000000	87000000	0.35977	1000000
chr14	87000000	88000000	0.38497	1000000
chr14	88000000	89000000	0.40211	1000000
chr14	89000000	90000000	0.43126	1000000
chr14	90000000	91000000	0.44554	1000000
chr14	91000000	92000000	0.43784	1000000
chr14	92000000	93000000	0.46472	1000000
chr14	93000000	94000000	0.45164	1000000
chr14	94000000	95000000	0.45296	1000000
chr14	95000000	96000000	0.45681	1000000
chr14	96000000	97000000	0.43636	1000000
chr14	97000000	98000000	0.42409	1000000
chr14	98000000	99000000	0.42041	1000000
chr14	99000000	100000000	0.48124	1000000
chr14	100000000	101000000	0.49149	1000000
chr14	101000000	102000000	0.46935	1000000
chr14	102000000	103000000	0.47903	1000000
chr14	103000000	104000000	0.48688	1000000
chr14	104000000	105000000	0.54691	1000000
chr14	105000000	106000000	0.55465	1000000
chr14	106000000	107000000	0.41348	883718
chr14	107000000	107043718	0.00000	0
chr15	0	1000000	0.00000	0
chr15	1000000	2000000	0.00000	0
chr15	2000000	3000000	0.00000	0
chr15	3000000	4000000	0.00000	0
chr15	4000000	5000000	0.00000	0
chr15	5000000	6000000	0.00000	0
chr15	6000000	7000000	0.00000	0
chr15	7000000	8000000	0.00000	0
chr15	8000000	9000000	0.00000	0
chr15	9000000	10000000	0.00000	0
chr15	10000000	11000000	0.00000	0
chr15	11000000	12000000	0.00000	0
chr15	12000000	13000000	0.00000	0
chr15	13000000	14000000	0.00000	0
chr15	14000000	15000000	0.00000	0
chr15	15000000	16000000	0.00000	0
chr15	16000000	17000000	0.00000	0
chr15	17000000	18000000	0.37692	999481
chr15	18000000	19000000	0.37851	999700
chr15	19000000	20000000	0.37840	950000
chr15	20000000	21000000	0.42619	959558
chr15	21000000	22000000	0.40680	901400
chr15	22000000	23000000	0.43243	950000
chr15	23000000	24000000	0.42145	950000
chr15	24000000	25000000	0.39403	1000000
chr15	25000000	26000000	0.43051	1000000
chr15	26000000	27000000	0.41007	1000000
chr15	27000000	28000000	0.41571	999997
chr15	28000000	29000000	0.44220	1000000
chr15	29000000	30000000	0.43352	1000000
chr15	30000000	31000000	0.42687	1000000
chr15	31000000	32000000	0.44776	1000000
chr15	32000000	33000000	0.41577	1000000
chr15	33000000	34000000	0.41018	1000000
chr15	34000000	35000000	0.41065	1000000
chr15	35000000	36000000	0.37371	1000000
chr15	36000000	37000000	0.36985	1000000
chr15	37000000	38000000	0.37283	1000000
chr15	38000000	39000000	0.39511	1000000
chr15	39000000	40000000	0.39768	1000000
chr15	40000000	41000000	0.48016	1000000
chr15	41000000	42000000	0.46155	1000000
chr15	42000000	43000000	0.42959	1000000
chr15	43000000	44000000	0.43932	1000000
chr15	44000000	45000000	0.40933	1000000
chr15	45000000	46000000	0.43337	1000000
chr15	46000000	47000000	0.36779	1000000
chr15	47000000	48000000	0.38621	1000000
chr15	48000000	49000000	0.39036	1000000
chr15	49000000	50000000	0.37439	1000000
chr15	50000000	51000000	0.40290	1000000
chr15	51000000	52000000	0.41386	1000000
chr15	52000000	53000000	0.41663	1000000
chr15	53000000	54000000	0.38183	1000000
chr15	54000000	55000000	0.36675	1000000
chr15	55000000	56000000	0.40240	1000000
chr15	56000000	57000000	0.37631	1000000
chr15	57000000	58000000	0.41254	1000000
chr15	58000000	59000000	0.40776	1000000
chr15	59000000	60000000	0.41643	1000000
chr15	60000000	61000000	0.41168	1000000
chr15	61000000	62000000	0.39819	1000000
chr15	62000000	63000000	0.42938	1000000
chr15	63000000	64000000	0.42933	1000000
chr15	64000000	65000000	0.44770	1000000
chr15	65000000	66000000	0.44611	1000000
chr15	66000000	67000000	0.47251	1000000
chr15	67000000	68000000	0.42233	1000000
chr15	68000000	69000000	0.44459	1000000
chr15	69000000	70000000	0.44956	1000000
chr15	70000000	71000000	0.44974	1000000
chr15	71000000	72000000	0.41290	1000000
chr15	72000000	73000000	0.42934	1000000
chr15	73000000	74000000	0.44421	1000000
chr15	74000000	75000000	0.49993	1000000
chr15	75000000	76000000	0.47161	1000000
chr15	76000000	77000000	0.40706	1000000
chr15	77000000	78000000	0.47090	1000000
chr15	78000000	79000000	0.46843	1000000
chr15	79000000	80000000	0.43094	1000000
chr15	80000000	81000000	0.44097	1000000
chr15	81000000	82000000	0.40844	1000000
chr15	82000000	83000000	0.44228	1000000
chr15	83000000	84000000	0.40971	1000000
chr15	84000000	85000000	0.44960	950000
chr15	85000000	86000000	0.43202	1000000
chr15	86000000	87000000	0.39509	1000000
chr15	87000000	88000000	0.39652	1000000
chr15	88000000	89000000	0.46411	1000000
chr15	89000000	90000000	0.46464	1000000
chr15	90000000	91000000	0.46656	1000000
chr15	91000000	92000000	0.41770	1000000
chr15	92000000	93000000	0.43775	1000000
chr15	93000000	94000000	0.42348	1000000
chr15	94000000	95000000	0.38827	1000000
chr15	95000000	96000000	0.38052	1000000
chr15	96000000	97000000	0.40103	1000000
chr15	97000000	98000000	0.38101	1000000
chr15	98000000	99000000	0.43572	1000000
chr15	99000000	100000000	0.42181	1000000
chr15	100000000	101000000	0.44404	1000000
chr15	101000000	101991189	0.45478	981189
chr16	0	1000000	0.57342	990000
chr16	1000000	2000000	0.57767	1000000
chr16	2000000	3000000	0.55099	1000000
chr16	3000000	4000000	0.48870	1000000
chr16	4000000	5000000	0.51504	1000000
chr16	5000000	6000000	0.45695	1000000
chr16	6000000	7000000	0.41303	1000000
chr16	7000000	8000000	0.41164	1000000
chr16	8000000	9000000	0.44418	1000000
chr16	9000000	10000000	0.43204	1000000
chr16	10000000	11000000	0.45426	1000000
chr16	11000000	12000000	0.48333	1000000
chr16	12000000	13000000	0.45885	1000000
chr16	13000000	14000000	0.41973	1000000
chr16	14000000	15000000	0.44692	1000000
chr16	15000000	16000000	0.46240	1000000
chr16	16000000	17000000	0.45806	1000000
chr16	17000000	18000000	0.43465	1000000
chr16	18000000	19000000	0.44880	950000
chr16	19000000	20000000	0.44914	1000000
chr16	20000000	21000000	0.42742	1000000
chr16	21000000	22000000	0.43968	1000000
chr16	22000000	23000000	0.44051	1000000
chr16	23000000	24000000	0.45077	1000000
chr16	24000000	25000000	0.43779	1000000
chr16	25000000	26000000	0.42557	1000000
chr16	26000000	27000000	0.41802	1000000
chr16	27000000	28000000	0.47654	1000000
chr16	28000000	29000000	0.49341	1000000
chr16	29000000	30000000	0.49008	1000000
chr16	30000000	31000000	0.50605	1000000
chr16	31000000	32000000	0.45944	1000000
chr16	32000000	33000000	0.41629	1000000
chr16	33000000	34000000	0.42662	900000
chr16	34000000	35000000	0.38325	895303
chr16	35000000	36000000	0.40830	1000000
chr16	36000000	37000000	0.38548	949358
chr16	37000000	38000000	0.39490	999700
chr16	38000000	39000000	0.39453	273920
chr16	39000000	40000000	0.00000	0
chr16	40000000	41000000	0.00000	0
chr16	41000000	42000000	0.00000	0
chr16	42000000	43000000	0.00000	0
chr16	43000000	44000000	0.00000	0
chr16	44000000	45000000	0.00000	0
chr16	45000000	46000000	0.00000	0
chr16	46000000	47000000	0.42251	619318
chr16	47000000	48000000	0.39700	1000000
chr16	48000000	49000000	0.43670	1000000
chr16	49000000	50000000	0.47007	1000000
chr16	50000000	51000000	0.45882	1000000
chr16	51000000	52000000	0.41686	1000000
chr16	52000000	53000000	0.39494	1000000
chr16	53000000	54000000	0.40015	1000000
chr16	54000000	55000000	0.43472	1000000
chr16	55000000	56000000	0.43642	1000000
chr16	56000000	57000000	0.45134	1000000
chr16	57000000	58000000	0.49605	1000000
chr16	58000000	59000000	0.44427	1000000
chr16	59000000	60000000	0.37280	1000000
chr16	60000000	61000000	0.36593	1000000
chr16	61000000	62000000	0.36172	1000000
chr16	62000000	63000000	0.36953	1000000
chr16	63000000	64000000	0.36103	1000000
chr16	64000000	65000000	0.37078	1000000
chr16	65000000	66000000	0.41142	1000000
chr16	66000000	67000000	0.47018	1000000
chr16	67000000	68000000	0.50598	1000000
chr16	68000000	69000000	0.46496	1000000
chr16	69000000	70000000	0.44364	1000000
chr16	70000000	71000000	0.47582	1000000
chr16	71000000	72000000	0.42647	1000000
chr16	72000000	73000000	0.41140	1000000
chr16	73000000	74000000	0.42358	1000000
chr16	74000000	75000000	0.43711	1000000
chr16	75000000	76000000	0.44012	1000000
chr16	76000000	77000000	0.36485	1000000
chr16	77000000	78000000	0.41495	1000000
chr16	78000000	79000000	0.42577	1000000
chr16	79000000	80000000	0.42696	1000000
chr16	80000000	81000000	0.41382	1000000
chr16	81000000	82000000	0.47599	1000000
chr16	82000000	83000000	0.41868	1000000
chr16	83000000	84000000	0.43775	1000000
chr16	84000000	85000000	0.49058	1000000
chr16	85000000	86000000	0.53814	1000000
chr16	86000000	87000000	0.48756	1000000
chr16	87000000	88000000	0.50792	1000000
chr16	88000000	89000000	0.57201	999999
chr16	89000000	90000000	0.54186	1000000
chr16	90000000	90338345	0.46841	228345
chr17	0	1000000	0.49700	898484
chr17	1000000	2000000	0.52083	1000000
chr17	2000000	3000000	0.48867	1000000
chr17	3000000	4000000	0.46978	1000000
chr17	4000000	5000000	0.49156	1000000
chr17	5000000	6000000	0.45598	1000000
chr17	6000000	7000000	0.46256	1000000
chr17	7000000	8000000	0.51054	1000000
chr17	8000000	9000000	0.47238	1000000
chr17	9000000	10000000	0.45987	1000000
chr17	10000000	11000000	0.43856	1000000
chr17	11000000	12000000	0.42841	1000000
chr17	12000000	13000000	0.40624	1000000
chr17	13000000	14000000	0.40338	1000000
chr17	14000000	15000000	0.40546	1000000
chr17	15000000	16000000	0.43497	1000000
chr17	16000000	17000000	0.44400	1000000
chr17	17000000	18000000	0.51400	1000000
chr17	18000000	19000000	0.47805	1000000
chr17	19000000	20000000	0.47701	1000000
chr17	20000000	21000000	0.43321	1000000
chr17	21000000	22000000	0.46684	973115
chr17	22000000	23000000	0.40779	907717
chr17	23000000	24000000	0.40907	999900
chr17	24000000	25000000	0.40904	1000000
chr17	25000000	26000000	0.40887	999700
chr17	26000000	27000000	0.40151	945720
chr17	27000000	28000000	0.45198	1000000
chr17	28000000	29000000	0.46828	1000000
chr17	29000000	30000000	0.44461	1000000
chr17	30000000	31000000	0.43093	1000000
chr17	31000000	32000000	0.43773	1000000
chr17	32000000	33000000	0.43243	1000000
chr17	33000000	34000000	0.44652	1000000
chr17	34000000	35000000	0.45378	1000000
chr17	35000000	36000000	0.43403	1000000
chr17	36000000	37000000	0.47079	1000000
chr17	37000000	38000000	0.43015	1000000
chr17	38000000	39000000	0.48957	1000000
chr17	39000000	40000000	0.47765	1000000
chr17	40000000	41000000	0.45787	1000000
chr17	41000000	42000000	0.46993	1000000
chr17	42000000	43000000	0.48873	1000000
chr17	43000000	44000000	0.48481	1000000
chr17	44000000	45000000	0.49451	1000000
chr17	45000000	46000000	0.49751	1000000
chr17	46000000	47000000	0.43646	1000000
chr17	47000000	48000000	0.44867	1000000
chr17	48000000	49000000	0.45169	1000000
chr17	49000000	50000000	0.47909	1000000
chr17	50000000	51000000	0.49944	1000000
chr17	51000000	52000000	0.41434	1000000
chr17	52000000	53000000	0.37191	1000000
chr17	53000000	54000000	0.35669	1000000
chr17	54000000	55000000	0.37537	1000000
chr17	55000000	56000000	0.39952	1000000
chr17	56000000	57000000	0.41890	1000000
chr17	57000000	58000000	0.46669	1000000
chr17	58000000	59000000	0.43756	1000000
chr17	59000000	60000000	0.41881	1000000
chr17	60000000	61000000	0.41516	1000000
chr17	61000000	62000000	0.40512	1000000
chr17	62000000	63000000	0.43429	1000000
chr17	63000000	64000000	0.44170	1000000
chr17	64000000	65000000	0.44598	1000000
chr17	65000000	66000000	0.42891	1000000
chr17	66000000	67000000	0.43516	1000000
chr17	67000000	68000000	0.43516	1000000
chr17	68000000	69000000	0.42835	1000000
chr17	69000000	70000000	0.38148	1000000
chr17	70000000	71000000	0.37226	1000000
chr17	71000000	72000000	0.38095	1000000
chr17	72000000	73000000	0.45739	1000000
chr17	73000000	74000000	0.49166	1000000
chr17	74000000	75000000	0.51445	1000000
chr17	75000000	76000000	0.51217	1000000
chr17	76000000	77000000	0.50493	1000000
chr17	77000000	78000000	0.50026	1000000
chr17	78000000	79000000	0.50789	1000000
chr17	79000000	80000000	0.54003	1000000
chr17	80000000	81000000	0.51086	1000000
chr17	81000000	82000000	0.57859	948138
chr17	82000000	83000000	0.54063	1000000
chr17	83000000	83257441	0.53394	247430
chr18	0	1000000	0.42298	990000
chr18	1000000	2000000	0.36578	1000000
chr18	2000000	3000000	0.39056	1000000
chr18	3000000	4000000	0.41637	1000000
chr18	4000000	5000000	0.37633	1000000
chr18	5000000	6000000	0.39887	1000000
chr18	6000000	7000000	0.39880	1000000
chr18	7000000	8000000	0.41781	1000000
chr18	8000000	9000000	0.42639	1000000
chr18	9000000	10000000	0.41076	1000000
chr18	10000000	11000000	0.42640	1000000
chr18	11000000	12000000	0.42401	1000000
chr18	12000000	13000000	0.43706	1000000
chr18	13000000	14000000	0.43869	1000000
chr18	14000000	15000000	0.40820	1000000
chr18	15000000	16000000	0.38628	946933
chr18	16000000	17000000	0.39662	999474
chr18	17000000	18000000	0.39685	1000000
chr18	18000000	19000000	0.39670	999900
chr18	19000000	20000000	0.39621	999800
chr18	20000000	21000000	0.39183	941186
chr18	21000000	22000000	0.40468	1000000
chr18	22000000	23000000	0.40780	1000000
chr18	23000000	24000000	0.44159	1000000
chr18	24000000	25000000	0.41299	1000000
chr18	25000000	26000000	0.39175	1000000
chr18	26000000	27000000	0.39997	1000000
chr18	27000000	28000000	0.37495	1000000
chr18	28000000	29000000	0.36259	1000000
chr18	29000000	30000000	0.34583	1000000
chr18	30000000	31000000	0.35307	1000000
chr18	31000000	32000000	0.38770	1000000
chr18	32000000	33000000	0.39148	1000000
chr18	33000000	34000000	0.35532	1000000
chr18	34000000	35000000	0.36855	1000000
chr18	35000000	36000000	0.40583	1000000
chr18	36000000	37000000	0.41376	1000000
chr18	37000000	38000000	0.44361	1000000
chr18	38000000	39000000	0.37187	1000000
chr18	39000000	40000000	0.36680	1000000
chr18	40000000	41000000	0.35856	1000000
chr18	41000000	42000000	0.36866	1000000
chr18	42000000	43000000	0.37105	1000000
chr18	43000000	44000000	0.36052	1000000
chr18	44000000	45000000	0.38709	1000000
chr18	45000000	46000000	0.42190	1000000
chr18	46000000	47000000	0.44502	969912
chr18	47000000	48000000	0.42700	980088
chr18	48000000	49000000	0.48117	1000000
chr18	49000000	50000000	0.42440	1000000
chr18	50000000	51000000	0.43040	1000000
chr18	51000000	52000000	0.40506	1000000
chr18	52000000	53000000	0.37571	1000000
chr18	53000000	54000000	0.36769	1000000
chr18	54000000	55000000	0.38273	999046
chr18	55000000	56000000	0.38362	1000000
chr18	56000000	57000000	0.38344	1000000
chr18	57000000	58000000	0.43062	1000000
chr18	58000000	59000000	0.43566	1000000
chr18	59000000	60000000	0.42608	1000000
chr18	60000000	61000000	0.36092	1000000
chr18	61000000	62000000	0.39434	1000000
chr18	62000000	63000000	0.40157	1000000
chr18	63000000	64000000	0.40507	1000000
chr18	64000000	65000000	0.36721	1000000
chr18	65000000	66000000	0.34693	1000000
chr18	66000000	67000000	0.34381	1000000
chr18	67000000	68000000	0.35137	1000000
chr18	68000000	69000000	0.35481	1000000
chr18	69000000	70000000	0.36210	1000000
chr18	70000000	71000000	0.38658	1000000
chr18	71000000	72000000	0.35354	1000000
chr18	72000000	73000000	0.36601	1000000
chr18	73000000	74000000	0.37715	1000000
chr18	74000000	75000000	0.41189	1000000
chr18	75000000	76000000	0.42417	1000000
chr18	76000000	77000000	0.43806	1000000
chr18	77000000	78000000	0.42223	1000000
chr18	78000000	79000000	0.45638	1000000
chr18	79000000	80000000	0.49119	1000000
chr18	80000000	80373285	0.46017	263266
chr19	0	1000000	0.54606	940000
chr19	1000000	2000000	0.59116	1000000
chr19	2000000	3000000	0.54594	1000000
chr19	3000000	4000000	0.55544	1000000
chr19	4000000	5000000	0.54104	1000000
chr19	5000000	6000000	0.53110	1000000
chr19	6000000	7000000	0.49025	1000000
chr19	7000000	8000000	0.50700	1000000
chr19	8000000	9000000	0.49779	1000000
chr19	9000000	10000000	0.45451	1000000
chr19	10000000	11000000	0.52369	1000000
chr19	11000000	12000000	0.49051	1000000
chr19	12000000	13000000	0.47706	1000000
chr19	13000000	14000000	0.50623	1000000
chr19	14000000	15000000	0.48975	1000000
chr19	15000000	16000000	0.47961	1000000
chr19	16000000	17000000	0.50578	1000000
chr19	17000000	18000000	0.52733	1000000
chr19	18000000	19000000	0.54593	1000000
chr19	19000000	20000000	0.49339	1000000
chr19	20000000	21000000	0.40666	1000000
chr19	21000000	22000000	0.40957	1000000
chr19	22000000	23000000	0.41009	1000000
chr19	23000000	24000000	0.41579	1000000
chr19	24000000	25000000	0.39307	943142
chr19	25000000	26000000	0.39190	1000000
chr19	26000000	27000000	0.39230	1000000
chr19	27000000	28000000	0.39171	950000
chr19	28000000	29000000	0.42977	1000000
chr19	29000000	30000000	0.47425	1000000
chr19	30000000	31000000	0.45316	1000000
chr19	31000000	32000000	0.43424	1000000
chr19	32000000	33000000	0.44543	1000000
chr19	33000000	34000000	0.49556	1000000
chr19	34000000	35000000	0.44266	1000000
chr19	35000000	36000000	0.51573	1000000
chr19	36000000	37000000	0.44845	1000000
chr19	37000000	38000000	0.43287	1000000
chr19	38000000	39000000	0.51820	1000000
chr19	39000000	40000000	0.47959	1000000
chr19	40000000	41000000	0.48952	1000000
chr19	41000000	42000000	0.48783	1000000
chr19	42000000	43000000	0.47876	1000000
chr19	43000000	44000000	0.45426	1000000
chr19	44000000	45000000	0.45535	1000000
chr19	45000000	46000000	0.52673	1000000
chr19	46000000	47000000	0.48350	1000000
chr19	47000000	48000000	0.50462	1000000
chr19	48000000	49000000	0.51314	1000000
chr19	49000000	50000000	0.52760	1000000
chr19	50000000	51000000	0.51352	1000000
chr19	51000000	52000000	0.46414	1000000
chr19	52000000	53000000	0.44322	1000000
chr19	53000000	54000000	0.46487	1000000
chr19	54000000	55000000	0.48763	1000000
chr19	55000000	56000000	0.51247	1000000
chr19	56000000	57000000	0.44948	1000000
chr19	57000000	58000000	0.44766	1000000
chr19	58000000	58617616	0.50290	607616
chr2	0	1000000	0.44093	990000
chr2	1000000	2000000	0.46584	1000000
chr2	2000000	3000000	0.44324	1000000
chr2	3000000	4000000	0.46538	1000000
chr2	4000000	5000000	0.38533	1000000
chr2	5000000	6000000	0.40394	1000000
chr2	6000000	7000000	0.40218	1000000
chr2	7000000	8000000	0.40925	1000000
chr2	8000000	9000000	0.43672	1000000
chr2	9000000	10000000	0.44915	1000000
chr2	10000000	11000000	0.49132	1000000
chr2	11000000	12000000	0.44328	1000000
chr2	12000000	13000000	0.40336	1000000
chr2	13000000	14000000	0.35527	1000000
chr2	14000000	15000000	0.38084	1000000
chr2	15000000	16000000	0.42112	1000000
chr2	16000000	17000000	0.41999	999000
chr2	17000000	18000000	0.38891	1000000
chr2	18000000	19000000	0.38746	1000000
chr2	19000000	20000000	0.41154	1000000
chr2	20000000	21000000	0.45121	999999
chr2	21000000	22000000	0.38656	1000000
chr2	22000000	23000000	0.37361	1000000
chr2	23000000	24000000	0.44591	1000000
chr2	24000000	25000000	0.42132	1000000
chr2	25000000	26000000	0.45389	1000000
chr2	26000000	27000000	0.46445	1000000
chr2	27000000	28000000	0.45175	1000000
chr2	28000000	29000000	0.43660	1000000
chr2	29000000	30000000	0.43387	1000000
chr2	30000000	31000000	0.43331	1000000
chr2	31000000	32000000	0.41340	999996
chr2	32000000	33000000	0.40431	998000
chr2	33000000	34000000	0.40142	1000000
chr2	34000000	35000000	0.37043	1000000
chr2	35000000	36000000	0.35711	1000000
chr2	36000000	37000000	0.39547	1000000
chr2	37000000	38000000	0.40081	1000000
chr2	38000000	39000000	0.42200	1000000
chr2	39000000	40000000	0.39277	1000000
chr2	40000000	41000000	0.36514	1000000
chr2	41000000	42000000	0.38370	1000000
chr2	42000000	43000000	0.44066	1000000
chr2	43000000	44000000	0.42711	1000000
chr2	44000000	45000000	0.41036	1000000
chr2	45000000	46000000	0.42712	1000000
chr2	46000000	47000000	0.43815	1000000
chr2	47000000	48000000	0.44704	1000000
chr2	48000000	49000000	0.40459	1000000
chr2	49000000	50000000	0.37244	1000000
chr2	50000000	51000000	0.35734	1000000
